"customer_id","customer_name","birth_date","marital_status","gender","yearlyincome","addressline1","city","state","country","postal_code"
11085,"Emily Johnson","1963-01-16","S","F","60000.00","7926 Stephanie Way","Newport Beach","California","United States","92625"
11086,"Ryan Brown","1963-06-22","M","M","70000.00","2939 Wesley Ct.","Santa Monica","California","United States","90401"
11087,"Tamara L Liang","1963-04-02","M","F","70000.00","3791 Rossmor Parkway","Chula Vista","California","United States","91910"
11088,"Hunter Davis","1963-05-25","M","M","80000.00","4308 Sand Pointe Lane","San Diego","California","United States","92102"
11089,"Abigail M Price","1962-08-05","S","F","80000.00","2685 Blackburn Ct","Long Beach","California","United States","90802"
11090,"Trevor Bryant","1968-12-13","S","M","90000.00","5781 Sharon Dr.","Los Angeles","California","United States","90012"
11091,"Dalton Perez","1962-10-02","M","M","90000.00","6083 San Jose","Haney","British Columbia","Canada","V2W 1W2"
11092,"Cheryl A Diaz","1972-11-02","M","F","90000.00","7297 Kaywood Drive","East Brisbane","Queensland","Australia","4169"
11093,"Aimee A He","1978-09-06","M","F","100000.00","1833 Olympic Drive","Wollongong","New South Wales","Australia","2500"
11094,"Cedric W Ma","1967-09-29","S","M","70000.00","3407 Oak Brook Place","Cranbourne","Victoria","Australia","3977"
11095,"Chad Kumar","1968-02-29","S","M","70000.00","1681 Lighthouse Way","Port Macquarie","New South Wales","Australia","2444"
11096,"Andrés Anand","1968-02-07","M","M","60000.00","5423 Los Gatos Ct.","North Sydney","New South Wales","Australia","2055"
11097,"Edwin R Nara","1972-10-23","M","M","60000.00","719 William Way","Warrnambool","Victoria","Australia","3280"
11098,"Mallory S Rubio","1966-10-29","S","F","60000.00","6452 Harris Circle","Rhodes","New South Wales","Australia","2138"
11099,"Adam Ross","1966-09-05","M","M","60000.00","4378 Westminster Place","Port Macquarie","New South Wales","Australia","2444"
11100,"Latasha L Navarro","1966-03-15","S","F","60000.00","6954 Ranch Road","Cloverdale","South Australia","Australia","6105"
11101,"Abby L Sai","1970-11-05","S","F","70000.00","7074 N. Spoonwood Court","Cranbourne","Victoria","Australia","3977"
11102,"Julia L Nelson","1970-10-19","S","F","80000.00","2196 Coat Ct.","Sydney","New South Wales","Australia","1002"
11103,"Cassie Chande","1981-04-12","S","F","70000.00","9448 San Marino Ct.","Darlinghurst","New South Wales","Australia","2010"
11104,"Edgar A Sara","1975-03-08","M","M","70000.00","6127 Lilly Lane","Gold Coast","Queensland","Australia","4217"
11105,"Candace Fernandez","1970-06-27","S","F","70000.00","5029 Blue Ridge","Matraville","New South Wales","Australia","2036"
11106,"Jessie Liu","1970-03-11","S","M","70000.00","3063 Blue Jay Drive","Warrnambool","Victoria","Australia","3280"
11107,"Bianca Lin","1976-03-04","M","F","90000.00","7530 Eola","St. Leonards","New South Wales","Australia","2065"
11108,"Kari C Alvarez","1969-01-10","S","F","70000.00","9178 Thornhill Place","Port Macquarie","New South Wales","Australia","2444"
11109,"Ruben D Kapoor","1980-04-30","S","M","70000.00","1984 Glendale Circle","South Melbourne","Victoria","Australia","3205"
11110,"Curtis Yang","1967-12-04","M","M","60000.00","4052 Mt. Wilson Way","Darlinghurst","New South Wales","Australia","2010"
11111,"Meredith T Gutierrez","1967-08-23","M","F","60000.00","7610 Northridge Ct.","Geelong","Victoria","Australia","3220"
11112,"Crystal C Wang","1968-03-08","M","F","60000.00","2773 Kirkwood Dr","Hervey Bay","Queensland","Australia","4655"
11113,"Micheal A Blanco","1973-02-17","M","M","70000.00","596 Marfargoa Drive","Perth","South Australia","Australia","6006"
11114,"Leslie C Moreno","1967-11-25","S","F","70000.00","7941 Cristobal","Rhodes","New South Wales","Australia","2138"
11115,"Alvin D Cai","1967-08-12","M","M","70000.00","7759 Azalea Avenue","St. Leonards","New South Wales","Australia","2065"
11116,"Clinton E Carlson","1979-04-02","M","M","70000.00","7943 Cunha Ct.","Sydney","New South Wales","Australia","1002"
11117,"April Deng","1966-08-21","M","F","70000.00","485 Ash Lane","Matraville","New South Wales","Australia","2036"
11118,"Alvin M Zeng","1962-12-31","S","M","80000.00","3853 Wildcat Circle","Lavender Bay","New South Wales","Australia","2060"
11119,"Evan V James","1940-10-07","S","M","30000.00","4157 Sierra Ridge","Port Macquarie","New South Wales","Australia","2444"
11120,"Beth H Jiménez","1942-02-06","S","F","40000.00","7401 Las Palmas","Sydney","New South Wales","Australia","1002"
11121,"Orlando Suarez","1966-05-18","M","M","70000.00","7743 Hames Dr","Newcastle","New South Wales","Australia","2300"
11122,"Byron Vazquez","1965-09-30","M","M","70000.00","3187 Hackamore Lane","North Sydney","New South Wales","Australia","2055"
11123,"Philip A Alvarez","1965-12-18","M","M","70000.00","2775 Mt. Olivet Pl.","Sunbury","Victoria","Australia","3429"
11124,"Ross F Jordan","1968-07-23","S","M","80000.00","6973 Dublin Court","Warrnambool","Victoria","Australia","3280"
11125,"Dana J Navarro","1961-10-06","S","F","70000.00","8481 Zartop Street","Seaford","Victoria","Australia","3198"
11126,"Shaun Carson","1954-10-05","M","M","10000.00","57 Wolf Way","North Ryde","New South Wales","Australia","2113"
11127,"Jan Edwards","1981-04-19","M","F","40000.00","9409 The Alameda","San Gabriel","California","United States","91776"
11128,"Samantha Long","1981-06-03","M","F","40000.00","1606 Alderwood Lane","Renton","Washington","United States","98055"
11129,"Julia M Wright","1981-02-01","S","F","40000.00","7397 Central Blvd.","Sedro Woolley","Washington","United States","98284"
11130,"Caroline L Russell","1985-07-05","M","F","30000.00","3884 Bates Court","Lebanon","Oregon","United States","97355"
11131,"Amanda Rivera","1985-09-09","M","F","30000.00","9573 Royal Oak Rd.","Haney","British Columbia","Canada","V2W 1W2"
11132,"Melissa E Richardson","1986-04-25","S","F","30000.00","6832 Fruitwood Dr","Langford","British Columbia","Canada","V9"
11133,"Angela Griffin","1986-03-08","S","F","30000.00","3828 Baltic Sea Ct","Lake Oswego","Oregon","United States","97034"
11134,"Larry D Townsend","1957-02-22","S","M","10000.00","7034 Carson","Perth","South Australia","Australia","6006"
11135,"Marcus L Harris","1985-05-02","S","M","30000.00","9068 Quiet Place Drive","Burlingame","California","United States","94010"
11136,"Brianna D Morgan","1984-04-24","S","F","40000.00","9005 Eagle Ct.","Metchosin","British Columbia","Canada","V9"
11137,"Jasmine A Taylor","1984-01-17","M","F","40000.00","2457 Matterhorn Court","Spokane","Washington","United States","99202"
11138,"Lauren Davis","1984-03-14","M","F","40000.00","8105 Pembrook Court","Glendale","California","United States","91203"
11139,"Tanya Moreno","1949-11-05","S","F","30000.00","6155 Wilbur Drive","Cloverdale","South Australia","Australia","6105"
11140,"Javier L Alvarez","1982-08-11","S","M","30000.00","8935 Etcheverry Dr.","Burbank","California","United States","91502"
11141,"Nicole Ramirez","1982-12-19","M","F","40000.00","1101 C Street","Daly City","California","United States","94015"
11142,"Eduardo Patterson","1983-02-11","S","M","40000.00","6255 Macalvey Dr.","Langford","British Columbia","Canada","V9"
11143,"Jonathan M Henderson","1982-08-04","M","M","40000.00","165 East Lane Road","Lakewood","California","United States","90712"
11144,"Edward Hernandez","1985-03-08","S","M","40000.00","7607 Pine Hollow Road","Ballard","Washington","United States","98107"
11145,"Jasmine L Coleman","1985-06-06","S","F","40000.00","1961 Oak Grove Road","Beaverton","Oregon","United States","97005"
11146,"Karla L Goel","1945-02-22","S","F","40000.00","3272 Corrie Lane","Matraville","New South Wales","Australia","2036"
11147,"Ernest L Wu","1944-08-04","M","M","60000.00","1832 RiverRock Dr","Warrnambool","Victoria","Australia","3280"
11148,"Ross Vazquez","1947-02-13","M","M","40000.00","1201 Paso Del Rio Way","East Brisbane","Queensland","Australia","4169"
11149,"Theodore Gill","1946-10-18","M","M","40000.00","9120 Pinewood Court","Hervey Bay","Queensland","Australia","4655"
11150,"Russell M Shen","1946-09-12","S","M","40000.00","4755 Easley Drive","Sunbury","Victoria","Australia","3429"
11151,"Melinda G Gill","1947-08-25","S","F","60000.00","805 Rainier Dr.","Sydney","New South Wales","Australia","1002"
11152,"James J Williams","1981-07-09","S","M","40000.00","6827 Seagull Court","Puyallup","Washington","United States","98371"
11153,"Angela R James","1981-12-21","M","F","40000.00","8877 Weatherly Drive","Renton","Washington","United States","98055"
11154,"Megan G Walker","1982-02-18","S","F","40000.00","6898 Holiday Hills","Woodburn","Oregon","United States","97071"
11155,"Hunter J Robinson","1981-07-25","S","M","40000.00","8356 Mori Court","Burbank","California","United States","91502"
11156,"Maria Roberts","1981-08-06","S","F","40000.00","9452 Mariposa Ct.","Lakewood","California","United States","90712"
11157,"Hannah E Long","1980-12-08","M","F","40000.00","1832 Preston Ct.","Tacoma","Washington","United States","98403"
11158,"Jason K Wright","1981-04-06","S","M","40000.00","6771 Bundros Court","San Gabriel","California","United States","91776"
11159,"Brianna A Hughes","1981-03-16","S","F","40000.00","6793 Bonifacio St.","Woodland Hills","California","United States","91364"
11160,"Maurice M Tang","1979-07-08","S","M","40000.00","2886 Chaparral Court","Concord","California","United States","94519"
11161,"Emily Wood","1979-10-20","S","F","40000.00","1562 Black Walnut","Concord","California","United States","94519"
11162,"Chase Cox","1979-09-02","S","M","40000.00","P.O. Box 8070","La Jolla","California","United States","92806"
11163,"Gabriel Wang","1980-06-18","M","M","40000.00","8002 Crane Court","Spring Valley","California","United States","91977"
11164,"Devin Brooks","1979-11-02","S","M","40000.00","4231 Highland Dr.","Torrance","California","United States","90505"
11165,"Jocelyn Alexander","1979-01-15","M","F","60000.00","3376 Bank Way","Oakland","California","United States","94611"
11166,"Ashley Martinez","1977-10-22","S","F","70000.00","6993 Whyte Park Ave.","Olympia","Washington","United States","98501"
11167,"Jasmine J Barnes","1978-01-29","S","F","80000.00","9183 Via Del Sol","Issaquah","Washington","United States","98027"
11168,"David Rodriguez","1973-11-12","S","M","80000.00","38 Shangri-la Rd.","Oakland","California","United States","94611"
11169,"Bryce Richardson","1973-12-20","M","M","90000.00","1841 Blackwood Drive","Coronado","California","United States","92118"
11170,"Carol T Howard","1973-08-04","M","F","90000.00","6281 Edward Ave","Burien","Washington","United States","98168"
11171,"Jonathan E Hill","1978-10-05","S","M","100000.00","3731 Chinquapin Ct","Woodland Hills","California","United States","91364"
11172,"Gabrielle J Adams","1973-05-20","M","F","100000.00","5621 Arcadia Pl.","Lynnwood","Washington","United States","98036"
11173,"Sarah F Thomas","1973-02-28","S","F","110000.00","5636 Mt. Whitney Dr.","W. Linn","Oregon","United States","97068"
11174,"Nicholas Robinson","1973-01-09","M","M","110000.00","1318 Lasalle Street","Los Angeles","California","United States","90012"
11175,"Luis Wang","1968-09-01","S","M","70000.00","6943 Patterson Blvd.","Beverly Hills","California","United States","90210"
11176,"Mason D Roberts","1979-01-21","M","M","90000.00","5753 Megan Dr.","Haney","British Columbia","Canada","V2W 1W2"
11177,"Jose M Flores","1948-01-01","M","M","110000.00","3991 Rambling Rose Drive","San Diego","California","United States","92102"
11178,"Nathan J Johnson","1954-08-20","M","M","100000.00","8927 Daylight Place","Lakewood","California","United States","90712"
11179,"Molly E Rodriguez","1959-12-08","M","F","120000.00","5556 Riverland Dr.","Beverly Hills","California","United States","90210"
11180,"April Anand","1948-07-01","M","F","160000.00","3531 Brookview Drive","Chula Vista","California","United States","91910"
11181,"Devin P Martin","1960-02-01","M","M","170000.00","1085 Greenbelt Way","Los Angeles","California","United States","90012"
11182,"Stephanie Torres","1950-02-22","S","F","70000.00","6968 Mildred Ln.","Sedro Woolley","Washington","United States","98284"
11183,"Jasmine W Lee","1950-01-12","S","F","70000.00","7502 Contuti Avenue","Santa Cruz","California","United States","95062"
11184,"Meghan Hernandez","1955-11-13","S","F","70000.00","5872 L St.","Concord","California","United States","94519"
11185,"Ashley Henderson","1950-04-07","S","F","70000.00","8834 San Jose Ave.","Metchosin","British Columbia","Canada","V9"
11186,"Sarah C Price","1949-11-18","S","F","70000.00","4815 Paraiso Ct.","Palo Alto","California","United States","94303"
11187,"Jennifer S Cooper","1949-08-21","M","F","60000.00","2429 Longview Road","Burien","Washington","United States","98168"
11188,"Catherine Morris","1950-03-06","M","F","60000.00","6542 Stonewood Drive","San Gabriel","California","United States","91776"
11189,"Lawrence W Blanco","1950-01-12","S","M","60000.00","7502 Contuti Avenue","Bellingham","Washington","United States","98225"
11190,"Carson Bryant","1949-12-20","M","M","70000.00","2995 Youngsdale Dr.","Beverly Hills","California","United States","90210"
11191,"Kristi E Perez","1951-06-17","S","F","70000.00","1769 Lislin Ct","Colma","California","United States","94014"
11192,"James C Brown","1951-03-13","M","M","60000.00","673 Old Mountain View Dr.","Seattle","Washington","United States","98104"
11193,"Ian A Gray","1950-08-13","M","M","60000.00","5941 Gill Dr.","Woodburn","Oregon","United States","97071"
11194,"Jacqueline R Price","1950-12-08","M","F","60000.00","872 Mark Twain Dr","Palo Alto","California","United States","94303"
11195,"Megan Henderson","1951-08-10","M","F","60000.00","8411 Mt. Olivet Place","Renton","Washington","United States","98055"
11196,"Alfredo Romero","1951-12-05","M","M","60000.00","2499 Greendell Pl","Beaverton","Oregon","United States","97005"
11197,"Andrea Morris","1951-12-16","M","F","70000.00","1883 Green View Court","Seattle","Washington","United States","98104"
11198,"Brooke Sanders","1952-05-25","S","F","70000.00","5192 Dumbarton Drive","Santa Cruz","California","United States","95062"
11199,"Jacqueline Bennett","1957-11-02","M","F","70000.00","8948 Chinquapin Court","Burlingame","California","United States","94010"
11200,"Jason L Griffin","1953-05-21","M","M","70000.00","7239 Nicholas Drive","Victoria","British Columbia","Canada","V8V"
11201,"Amanda Foster","1953-02-14","M","F","70000.00","3984 San Francisco","Santa Monica","California","United States","90401"
11202,"Alexia L Price","1958-08-22","M","F","80000.00","2079 Wellington Ct","Lakewood","California","United States","90712"
11203,"Luis D Diaz","1959-08-18","M","M","40000.00","3682 Diablo View Road","Port Hammond","British Columbia","Canada","V6B 3P7"
11204,"Destiny C Rivera","1953-11-29","M","F","40000.00","6965 Appalachian Drive","Beaverton","Oregon","United States","97005"
11205,"Abby Fernandez","1954-01-21","M","F","40000.00","8330 Glenside Court","Burien","Washington","United States","98168"
11206,"Blake Flores","1954-03-24","M","M","60000.00","9410 Ferry St.","Lynnwood","Washington","United States","98036"
11207,"Danielle Cox","1954-01-16","S","F","60000.00","2346 Wren Ave","Renton","Washington","United States","98055"
11208,"Maria Reed","1953-08-03","M","F","60000.00","1413 Bridgeview St","Glendale","California","United States","91203"
11209,"Allison Evans","1953-07-12","M","F","60000.00","3515 Sutton Circle","Lincoln Acres","California","United States","91950"
11210,"Edward J Wood","1953-12-06","M","M","70000.00","1039 Adelaide St.","West Covina","California","United States","91791"
11211,"Samantha Russell","1960-10-08","M","F","40000.00","9256 Village Oaks Dr.","Haney","British Columbia","Canada","V2W 1W2"
11212,"Chloe Campbell","1955-05-05","M","F","40000.00","3562 East Ave.","Metchosin","British Columbia","Canada","V9"
11213,"Stephanie B Murphy","1954-11-11","S","F","60000.00","5514 Grant Street","Edmonds","Washington","United States","98020"
11214,"Charles O Miller","1955-05-07","S","M","60000.00","2719 Little Dr","Milwaukie","Oregon","United States","97222"
11215,"Ana Perry","1961-06-17","M","F","40000.00","3114 Arlington Way","Royal Oak","British Columbia","Canada","V8X"
11216,"Jasmine A Torres","1955-11-17","S","F","60000.00","8328 San Francisco","Portland","Oregon","United States","97205"
11217,"Natalie P Adams","1955-08-11","S","F","60000.00","6592 Bent Tree Lane","Portland","Oregon","United States","97205"
11218,"Olivia Brown","1961-09-07","S","F","60000.00","3964 Stony Hill Circle","Tacoma","Washington","United States","98403"
11219,"Charles Cook","1956-05-31","M","M","60000.00","6871 Bel Air Dr.","Woodburn","Oregon","United States","97071"
11220,"Erica C Huang","1961-02-19","M","F","60000.00","9142 All Ways Drive","Colma","California","United States","94014"
11221,"Nathan Perry","1955-12-08","M","M","70000.00","9714 Nicholas Drive","Lakewood","California","United States","90712"
11222,"Alexandra Rivera","1956-02-14","M","F","80000.00","4999 Corte Segunda","Santa Monica","California","United States","90401"
11223,"Hailey I Patterson","1957-03-15","S","F","70000.00","5045 Vancouver Way","Langley","British Columbia","Canada","V3A 4R2"
11224,"Tiffany J Li","1957-03-05","S","F","70000.00","6404 Del Mar Ave","Burien","Washington","United States","98168"
11225,"Madison D Lee","1962-02-12","M","F","60000.00","5927 Seaview Avenue","Renton","Washington","United States","98055"
11226,"Sydney T Ross","1962-09-23","M","F","60000.00","5252 Santa Fe","W. Linn","Oregon","United States","97068"
11227,"Marshall D Chavez","1962-08-08","S","M","60000.00","9022 Estudillo Street","Colma","California","United States","94014"
11228,"Ashley R Jones","1956-10-16","M","F","60000.00","7681 Willow Pass Road","El Cajon","California","United States","92020"
11229,"Adrian C Stewart","1957-06-01","S","M","70000.00","6898 Shaw Rd.","Redwood City","California","United States","94063"
11230,"Amber Turner","1956-09-30","M","F","70000.00","6345 Ridge Circle","Santa Monica","California","United States","90401"
11231,"Dennis Zhang","1963-11-11","M","M","60000.00","3951 Calle Verde Drive","Bremerton","Washington","United States","98312"
11232,"Hailey R Bryant","1958-03-27","M","F","60000.00","2828 Rogers Ave.","Everett","Washington","United States","98201"
11233,"Todd Li","1963-09-06","M","M","70000.00","5897 Scottsdale Rd.","Berkeley","California","United States","94704"
11234,"Anna Griffin","1958-05-19","S","F","70000.00","7221 Peachwillow Street","Long Beach","California","United States","90802"
11235,"Angel J Stewart","1957-08-07","M","M","70000.00","2585 La Salle Ct.","Ballard","Washington","United States","98107"
11236,"Jeremy Butler","1957-09-02","S","M","70000.00","8811 The Trees Dr.","Bellingham","Washington","United States","98225"
11237,"Clarence M Anand","1964-03-22","S","M","130000.00","Welt Platz 6","Solingen","Nordrhein-Westfalen","Germany","42651"
11238,"Mayra Prasad","1964-02-07","S","F","130000.00","1119 Elderwood Dr.","Birmingham","England","United Kingdom","B29 6SL"
